"datetime","thermocline_depth","temperature_epi","temperature_hypo","temperature_total","volume_total","volume_epi","volume_hypo","td_area","area_surface","upper_meta","lower_meta","max.d","year","day_of_year","wind","airtemp"
1979-04-01 18:00:00,NA,NA,NA,3.06312764590225,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,91,3.56716945560949,1.91625239054364
1979-04-02 18:00:00,NA,NA,NA,3.05810042357857,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,92,4.86975247144402,1.37583567301435
1979-04-03 18:00:00,NA,NA,NA,3.23959753111423,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,93,5.13829092543621,3.50625254313153
1979-04-04 18:00:00,NA,NA,NA,3.74248143690441,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,94,6.03406786449733,3.06541849772138
1979-04-05 18:00:00,NA,NA,NA,4.1911563370227,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,95,12.9304371475885,-4.03416798909503
1979-04-06 18:00:00,NA,NA,NA,4.22918662835155,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,96,4.20120655509912,-4.89083201090493
1979-04-07 18:00:00,NA,NA,NA,3.98670030322942,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,97,6.0299490498185,-2.16833089192706
1979-04-08 18:00:00,NA,NA,NA,3.90232162577936,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,98,5.82746083676913,-1.81333134969073
1979-04-09 18:00:00,NA,NA,NA,3.68771967080565,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,99,2.60089335106922,-0.422076924641904
1979-04-10 18:00:00,NA,NA,NA,3.90868440552292,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,100,6.25956320084167,0.389171854654971
1979-04-11 18:00:00,NA,NA,NA,4.11396806845871,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,101,8.90353684153306,4.33041915893557
1979-04-12 18:00:00,NA,NA,NA,4.3340407817382,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,102,4.68859946960955,10.3220865885417
1979-04-13 18:00:00,NA,NA,NA,5.23698418680849,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,103,5.44892432181993,6.85333658854169
1979-04-14 18:00:00,NA,NA,NA,5.94036256714354,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,104,5.85558730781666,3.93167521158856
1979-04-15 18:00:00,NA,NA,NA,6.13774684044268,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,105,5.63442065458307,4.93417383829755
1979-04-16 18:00:00,NA,NA,NA,6.34156130507679,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,106,4.37119905020811,6.63291829427086
1979-04-17 18:00:00,NA,NA,NA,6.86816789492303,648283.096642641,NA,NA,NA,121537.888384447,NA,NA,10.668,1979,107,3.3723267856613,6.19542210896812
1979-04-18 18:00:00,3.75827646042565,8.58253561953345,7.02646880119396,7.59231128059014,648283.096642641,376313.706883333,271969.389759307,78720.7731833684,121537.888384447,1.63359090680127,1.63359090680127,10.668,1979,108,2.19715876093402,8.4375078837077
1979-04-19 18:00:00,1.80301099252449,11.6710123982096,7.49118503106969,8.25115364327694,648283.096642641,200616.091066579,447667.005576062,100996.629595042,121537.888384447,0.254581622232465,1.56221693929934,10.668,1979,109,3.60684916010157,11.9591740926107
1979-04-20 18:00:00,1.84286096175158,13.496514394142,7.69267032015725,8.74791469724538,648283.096642641,204631.757687948,443651.338954693,100542.628740894,121537.888384447,0,2.60311299872978,10.668,1979,110,3.2245510489751,12.862087504069
1979-04-21 18:00:00,2.38564917446697,13.6652203749498,7.66007670594598,9.02488208526503,648283.096642641,257526.850454568,390756.246188073,94358.7767336395,121537.888384447,0.620222040871276,3.30479669533021,10.668,1979,111,3.09939333047151,10.5370905558268
1979-04-22 18:00:00,1.83740201586387,16.3373193649491,8.03315293096932,9.54300137351111,648283.096642641,204082.73116571,444200.365476931,100604.821162717,121537.888384447,0,3.55568411014854,10.668,1979,112,2.60577776938731,13.929584757487
1979-04-23 18:00:00,1.92150805460499,17.71337361229,8.23777378457247,9.96061011688475,648283.096642641,212503.908977388,435779.187665253,99646.621842415,121537.888384447,0,3.73001924554716,10.668,1979,113,3.29552627437707,13.3579205830892
1979-04-24 18:00:00,2.52464560462405,15.6849363292587,7.77949863846519,9.93552709959069,648283.096642641,270532.329537842,377750.767104799,92775.2247450504,121537.888384447,0.788613368671853,3.92783279690748,10.668,1979,114,5.69478045912012,15.6383453369141
1979-04-25 18:00:00,2.70613641089084,15.7837708797446,7.85406031610964,10.0167086516464,648283.096642641,287182.547430781,361100.549211859,90707.5448280223,121537.888384447,0.891179828297663,4.01711522998758,10.668,1979,115,5.56255305653904,13.322090403239
1979-04-26 18:00:00,3.22261430335655,15.2829200821796,7.70554742520905,10.1165296342451,648283.096642641,332511.483932129,315771.612710511,84823.4397991948,121537.888384447,1.85716398678603,4.09829169798815,10.668,1979,116,4.55154739289321,4.96500549316409
1979-04-27 18:00:00,2.95318233660115,15.3874643690808,8.07030758023032,10.0658957953714,648283.096642641,309243.817332191,339039.27931045,87893.0116310958,121537.888384447,1.46918890523045,4.19284936255714,10.668,1979,117,4.3183631388345,3.73709259033205
1979-04-28 18:00:00,4.13159322096576,12.4848909028163,7.47070353325056,9.52196200261834,648283.096642641,404907.613108858,243375.483533783,74467.6675614554,121537.888384447,2.77631329773326,4.30231448485908,10.668,1979,118,2.36218655207958,4.17292302449547
1979-04-29 19:00:00,3.83194858037162,12.4714408378343,7.67761457208964,9.4208241232695,648283.096642641,382082.31558137,266200.781061271,77881.4449221161,121537.888384447,3.05252615357593,4.59430191411021,10.668,1979,119,4.57519472455292,5.06750768025718
1979-04-30 19:00:00,4.58791289502314,11.6853024905532,7.38999050449375,9.34240504361167,648283.096642641,437702.531841121,210580.56480152,69268.9302523803,121537.888384447,3.36052824436542,4.77123072758304,10.668,1979,120,3.85761208325777,4.28958409627281
1979-05-01 19:00:00,3.47788859141102,12.0811004024087,8.06253092546367,9.341166668128,648283.096642641,353793.522980125,294489.573662516,81915.1629029646,121537.888384447,3.85107965425653,4.98767859470719,10.668,1979,121,4.26963375708092,6.99459101359052
1979-05-02 19:00:00,5.08856945252919,11.0019690078626,7.33879223227889,9.17038062007072,648283.096642641,470954.63943141,177328.45721123,63565.0737839596,121537.888384447,3.71536864161148,5.17140335793169,10.668,1979,122,5.56336088851503,9.0187558492025
1979-05-03 19:00:00,4.26454192962011,11.5995165664427,7.72299243647074,9.30884321691381,648283.096642641,414707.307847774,233575.788794866,72953.0157698086,121537.888384447,4.10261104058477,5.29061184379531,10.668,1979,123,4.29386788135082,4.28292236328127
1979-05-04 19:00:00,4.35541767621854,12.1895990183918,7.79860146968003,9.59491864869847,648283.096642641,421289.924659497,226993.171983143,71917.6908403997,121537.888384447,4.03338097035346,5.36800363991646,10.668,1979,124,4.09337799475566,3.19458669026695
1979-05-05 19:00:00,4.6989056069265,11.6379511700649,7.64820208545607,9.46172439664189,648283.096642641,445320.702422171,202962.39422047,68004.4177073112,121537.888384447,3.96785484650247,5.39449996552506,10.668,1979,125,3.46884027234621,9.63583399454755
1979-05-06 19:00:00,3.15343920185357,12.7120083718578,8.34039336215727,9.7313617743347,648283.096642641,326616.555603873,321666.541038768,85611.5346403508,121537.888384447,4.04360549307125,5.43657849471705,10.668,1979,126,6.28509387772522,15.1358365376791
1979-05-07 19:00:00,2.56318688099524,14.9481960073782,8.66276612674729,10.3769742760103,648283.096642641,274099.543546728,374183.553095913,92336.1335052871,121537.888384447,3.86534994953469,5.48343674472269,10.668,1979,127,7.23012220008311,19.8320938110352
1979-05-08 19:00:00,2.99800830786721,17.0697620659857,8.82261004520581,11.0718333236003,648283.096642641,313172.260831167,335110.835811474,87382.3204150798,121537.888384447,2.92811839502511,5.48189694701294,10.668,1979,128,6.23999137031286,22.6533396402995
1979-05-09 19:00:00,2.45802498130718,20.702493546721,9.34640704994668,11.9273357992136,648283.096642641,264326.303966828,383956.792675813,93534.2170473366,121537.888384447,0.297929489047463,5.45938634448127,10.668,1979,129,3.19384472251193,21.7841684977214
1979-05-10 19:00:00,2.41903154857256,21.9555414491709,9.48505285836321,12.3192548108195,648283.096642641,260670.422495099,387612.674147542,93978.4595928396,121537.888384447,0.27088833883942,5.50056999033105,10.668,1979,130,4.7898193028984,20.9587646484375
1979-05-11 19:00:00,2.43083972346071,22.392333573395,9.59687466357596,12.5049335067166,648283.096642641,261779.342318863,386503.754323778,93843.9319736439,121537.888384447,0,5.53465225419519,10.668,1979,131,4.22042462151936,10.5337501525879
1979-05-12 19:00:00,3.10475500778633,19.0088166271304,8.90646274287656,12.1208480696846,648283.096642641,322435.125766072,325847.970876569,86166.1816355355,121537.888384447,0.771691916348996,5.54827343941714,10.668,1979,132,4.43948645276653,8.69458669026695
1979-05-13 19:00:00,3.13738070497107,17.8703302434627,8.98075536152783,11.8092564603253,648283.096642641,325240.294086828,323042.802555813,85794.4851279517,121537.888384447,1.35591107678377,5.56474718226287,10.668,1979,133,4.84733437091188,11.8762552897136
1979-05-14 19:00:00,3.17769142783353,17.6540573367744,9.08192824267112,11.8094238635222,648283.096642641,328689.475448064,319593.621194576,85335.2350214693,121537.888384447,1.24372811517309,5.59280767891862,10.668,1979,134,3.6440093922464,11.44459177653
1979-05-15 19:00:00,3.38802397725292,17.6490244225444,9.17280621912636,11.8697847383958,648283.096642641,346386.246535897,301896.850106744,82938.9682502893,121537.888384447,1.71347845032905,5.62243376868884,10.668,1979,135,2.6089731908908,8.73333892822268
