Hylak_id,year,season,Blue,Green,Nir,Red,mean_dwl,Lake_area,Depth_avg,lake_size_class,lake_depth_class,dys,eu.mixo,oligo,X,HYBAS_ID,site_id,long_center_nhd,lat_center_nhd,bsn_lvl,centr_lat,centr_lon,nla_2007_site_id,long_nla_2007,lat_nla_2007,nla_2012_site_id,long_nla_2012,lat_nla_2012,nla_2017_site_id,long_nla_2017,lat_nla_2017,ct,lndu,depthf,areaf
61,2000,summer,0.279012354325229,0.325515777007065,0.15549877396198,0.239973094705725,528.769230769231,1141.61,3.7,100+ km,3-10 m,1,6.43448978939325e-188,7.5368953307743e-115,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2001,summer,0.275074478649454,0.367428003972195,0.141012909632572,0.21648460774578,526,1141.61,3.7,100+ km,3-10 m,1,6.9180050055814e-252,8.59754679252134e-172,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2002,summer,0.293642179557756,0.325323345619276,0.165516575644704,0.215517899178264,519.416666666667,1141.61,3.7,100+ km,3-10 m,1,9.84722516435698e-275,5.02949504539913e-147,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2003,summer,0.299783914428701,0.333095954276178,0.150123203038549,0.216996928256572,504.5,1141.61,3.7,100+ km,3-10 m,1,2.77242124770981e-267,1.40622013478269e-157,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2004,summer,0.288901962773775,0.36289156695612,0.137420827241246,0.210785643028859,524.9,1141.61,3.7,100+ km,3-10 m,1,4.3106024289927e-281,5.41944054880887e-191,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2005,summer,0.262869778328679,0.325734838700571,0.156396343908114,0.254999039062636,532.181818181818,1141.61,3.7,100+ km,3-10 m,1,7.46944137417206e-135,1.10159015364883e-89,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2006,summer,0.299495895943722,0.357098044723489,0.138422472915166,0.204983586417623,511.545454545455,1141.61,3.7,100+ km,3-10 m,1,1.07156797307854e-306,1.08135202736083e-201,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2007,summer,0.305485027157113,0.34994721305161,0.142505221810284,0.202062537980993,519.6,1141.61,3.7,100+ km,3-10 m,1,1.66880539388148e-308,5.94719831852974e-200,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2008,summer,0.251373402501237,0.356465820891114,0.137303998594538,0.254856778013111,541.833333333333,1141.61,3.7,100+ km,3-10 m,1,1.09552174844686e-116,1.39870408281525e-88,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2009,summer,0.293950850661626,0.364839319470699,0.114366729678639,0.226843100189036,528.4,1141.61,3.7,100+ km,3-10 m,1,2.93047702556986e-218,6.95952161245832e-183,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2010,summer,0.284929451083504,0.335065785365283,0.117384539414023,0.26262022413719,529.777777777778,1141.61,3.7,100+ km,3-10 m,1,9.5208610667578e-110,2.8856332768975e-88,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2011,summer,0.265798193838772,0.357087558826072,0.170449724488916,0.206664522846241,525.333333333333,1141.61,3.7,100+ km,3-10 m,1,4.26091797463241e-270,1.4069760416527e-149,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2012,summer,0.288241415192508,0.365244536940687,0.125910509885536,0.22060353798127,524.428571428572,1141.61,3.7,100+ km,3-10 m,1,1.49766820503769e-243,7.41993825724861e-184,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2013,summer,0.296868873990479,0.344703898220161,0.142170914463087,0.216256313326273,518.7,1141.61,3.7,100+ km,3-10 m,1,4.43415847735606e-266,4.6966930641447e-169,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2014,summer,0.29595805437103,0.293078809973103,0.186782307287534,0.224180828368333,523.666666666667,1141.61,3.7,100+ km,3-10 m,1,3.39586231857361e-258,2.30117026616191e-131,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2015,summer,0.284610716326981,0.351671126296418,0.135704924111381,0.22801323326522,510.714285714286,1141.61,3.7,100+ km,3-10 m,1,5.51188179002528e-220,5.81582293189992e-152,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
61,2016,summer,0.243203020445763,0.350824175754241,0.136482427064405,0.26949037673559,536.888888888889,1141.61,3.7,100+ km,3-10 m,1,7.21325665538855e-74,1.38649651885822e-59,12509,7060334030,nhdhr_105567402,-94.7305206416298,48.134970278706,lev06,48.032010586,-94.9149015708,,,,,,,,,,Constant,wetlands,"(5,10]","(1e+07,1e+09]"
