"trophic_status","Hylak_id","Lake_area","Elevation","Depth_avg","year","season","mean_dwl","Blue","Green","Nir","Red","Wshd_area","Blue_raw","Green_raw","Nir_raw","Red_raw","PTL","COLOR"
"dys",8382,29.06,10,35.8,2007,"summer",487,0.304605942042904,0.274758080401421,0.217464203090426,0.20317177446525,222.1,248.504796786917,224.154198955519,177.41248655551,165.752382201437,5,28
"dys",8748,25.1,412,0.9,2017,"summer",510.636363636364,0.253917731686044,0.262935182799985,0.279650012516852,0.203497072997119,408.9,397.78480356544,411.911446065756,438.096719584876,318.796338762151,19.5825,25
"dys",9012,10.36,391,2.8,2012,"summer",547,0.234327558492588,0.271834256117164,0.258260403643508,0.23557778174674,131.6,328,380.5,361.5,329.75,30,22
"dys",9012,10.36,391,2.8,2017,"summer",521.285714285714,0.252583134486906,0.260554973345658,0.26793534211548,0.218926550051955,131.6,345.486651552929,356.390641320988,366.485610245542,299.450716957531,22.285,32
"dys",9020,15.62,495,22.1,2012,"summer",482,0.276549631556133,0.235370611183355,0.291287386215865,0.196792371044647,795.7,319,271.5,336,227,16,36
"dys",9020,15.62,495,22.1,2017,"summer",515.333333333333,0.234739183221068,0.248785808526248,0.298994690482067,0.217480317770617,795.7,249.59278235373,264.528236437245,317.914187492638,231.241827098041,8.825,34
"dys",9105,30.52,1275,3.8,2017,"summer",539.352941176471,0.259243712688006,0.328365698856864,0.16907333834664,0.24331725010849,46102.1,526.821690000879,667.287822012804,343.582110124548,494.456754917675,1.91625,25
"dys",9315,34.98,220,11.4,2012,"summer",515.75,0.272727272727273,0.29413443699158,0.212359069501927,0.220779220779221,914.1,477.75,515.25,372,386.75,5,23
"dys",105250,1.42,412,3.9,2017,"summer",526.428571428571,0.234930184565993,0.24483627145613,0.319027997782569,0.201205546195309,79,371.870953342906,387.551296771479,504.989369065756,318.488228406051,17.349,34
"dys",105980,1.12,447,4.4,2017,"summer",517.909090909091,0.257594652199443,0.313663148760879,0.239390523586415,0.189351675453263,45.1,453.244798226008,551.898843229815,421.214138700889,333.169424138987,17.18,27
"dys",108044,1.84,188,5.8,2012,"summer",511,0.240740740740741,0.255607720396453,0.303338549817423,0.200312989045383,25.3,230.75,245,290.75,192,9,22
"dys",108044,1.84,188,5.8,2017,"summer",509.25,0.236742113630837,0.243130494895259,0.326200441495917,0.193926949977987,25.3,237.210996219836,243.612030073612,326.846501908218,194.31103445281,7.635,25
"dys",108672,2.63,377,9.8,2007,"summer",521,0.224103233168958,0.252194534086842,0.333108825047524,0.190593407696676,101.1,179.170638143261,201.629646166305,266.320659059478,152.379517243138,4,23
"dys",108672,2.63,377,9.8,2012,"summer",502,0.253248917027657,0.243918693768744,0.316227924025325,0.186604465178274,101.1,190,183,237.25,140,8,48
"dys",108672,2.63,377,9.8,2017,"summer",513.8,0.25177246379086,0.245414026585788,0.295014406186597,0.207799103436755,101.1,326.641619323311,318.392384304681,382.742345646432,269.591974509558,6.46,30
"dys",109071,1.78,385,11.9,2007,"summer",503.25,0.222872364177211,0.238496635092434,0.368028982865441,0.170602017864915,155.7,244.18496392063,261.303335881212,403.222464276855,186.916164913148,4,28
"dys",109071,1.78,385,11.9,2012,"summer",499,0.252336448598131,0.251090342679128,0.328348909657321,0.168224299065421,155.7,202.5,201.5,263.5,135,6,31
"dys",109312,7.42,94,4.4,2007,"summer",486,0.260082304526749,0.230452674897119,0.325102880658436,0.184362139917695,144.1,158,140,197.5,112,11,49
"dys",109614,1.87,111,5.7,2017,"summer",545.666666666667,0.236021730447147,0.238892417228097,0.297198700772282,0.227887151552473,238.8,386.44054617967,391.140748001931,486.606161359568,373.121725471745,11.6925,40
"dys",109812,1.22,24,3.8,2012,"summer",506.5,0.22508038585209,0.242765273311897,0.377009646302251,0.155144694533762,93.4,140,151,234.5,96.5,11,50
"dys",109880,1.26,423,6.1,2017,"summer",507.75,0.247206178270648,0.252441777434223,0.303547257313087,0.196804786982042,6.4,267.837996172094,273.510558235639,328.881299452237,213.230106751765,6.555,22
"dys",110288,1.34,67,3.5,2012,"summer",500.333333333333,0.240719030871434,0.248534583821805,0.330597889800703,0.180148495506057,15.3,205.333333333333,212,282,153.666666666667,17,36
"dys",110309,1.16,490,6.3,2017,"summer",494,0.246896711821931,0.23902197793124,0.345392668482011,0.168688641764818,11.5,224.774660933044,217.605506564173,314.4453377848,153.574067374739,9.9325,21
"dys",110929,1.55,237,4.4,2007,"summer",541.5,0.217513669115546,0.302154456107366,0.280331266383452,0.200000608393636,184.2,317.825945211017,441.50110658577,409.613566231524,292.236265720475,15,21
"dys",111069,2.42,396,7.4,2012,"summer",499,0.270915131380248,0.255511929930535,0.302627604953186,0.170945333736031,80.8,224.25,211.5,250.5,141.5,18,46
"dys",111435,1.34,261,3.2,2017,"summer",536.333333333333,0.228581879608069,0.273465376893762,0.279062287087142,0.218890456411028,9.5,335.446821155932,401.313925375487,409.527462405997,321.224534115951,13.69625,25
"dys",111513,1.83,1241,6.2,2012,"summer",525.5,0.269714285714286,0.281142857142857,0.209142857142857,0.24,100.3,236,246,183,210,29.9,55
"dys",111562,1.01,134,4.6,2012,"summer",507,0.218512898330804,0.239757207890744,0.370257966616085,0.171471927162367,24.9,144,158,244,113,20,53
"dys",111562,1.01,134,4.6,2017,"summer",494.75,0.25362836081743,0.244225235673785,0.317638625926124,0.184507777582661,24.9,199.413749483876,192.020599775709,249.741429439075,145.068113116815,16.1225,66
"dys",111642,5.49,290,8.8,2012,"summer",507.5,0.277710697899058,0.322788376398615,0.211865088947919,0.187635836754407,100.8,431.25,501.25,329,291.375,16,22
"dys",111698,2.95,52,4.8,2007,"summer",512.727272727273,0.231637088089991,0.238902020198845,0.333767272770197,0.195693618940967,139.1,352.32874810594,363.378983869535,507.672611253734,297.657375778291,20,30
"dys",111797,2.86,252,4.8,2017,"summer",507.5,0.255365607515334,0.274063423819806,0.278274130182546,0.192296838482314,329.2,300.736088230563,322.75592163167,327.714738805756,226.461971707771,21.92875,25
"dys",111846,2.67,2885,19.5,2012,"summer",524,0.2521756729407,0.26222761924037,0.243270592997369,0.242326114821561,54.7,373.8,388.7,360.6,359.2,30,22
"dys",111874,1.95,502,5.7,2007,"summer",504.111111111111,0.240715741566472,0.240448039591534,0.347436340836962,0.171399878005032,185.1,316.55126998313,316.199230687352,456.893322449629,225.398009720373,22,26
"dys",111911,1.58,116,8.2,2017,"summer",510.285714285714,0.256020891367633,0.276084110050183,0.264347745096346,0.203547253485837,2.8,412.402206203754,444.720333072357,425.815224298148,327.876900810159,1.00875,23
"dys",112105,1,2343,10.7,2017,"summer",517.416666666667,0.254548339819424,0.274121022640403,0.248464675566458,0.222865961973716,123.5,335.722176328749,361.536462440034,327.698470479762,293.936490949004,15.45875,21
"dys",112341,6.42,3011,26,2007,"summer",501,0.284395018423401,0.275641649984708,0.210877406277551,0.22908592531434,75.6,274.349730009762,265.905544590676,203.428877897126,220.994242822694,4,21
"dys",112427,2.05,88,16.8,2007,"summer",551.857142857143,0.204155211166677,0.303124888027643,0.276135523508956,0.216584377296724,186.3,320.624810214933,476.056227709703,433.669556180849,340.144757850865,15,21
"dys",112682,1.38,1029,2.3,2007,"summer",572.615384615385,0.221572701037975,0.306129900004678,0.154795563635764,0.317501835321583,6810.1,865.655814134425,1196.00982692368,604.766196538572,1240.43850373686,91,31.5
"dys",112693,1.63,273,12.2,2012,"summer",545.5,0.242540620384047,0.299261447562777,0.225701624815362,0.232496307237814,74.8,410.5,506.5,382,393.5,25,25
"dys",112749,1.31,1088,8.8,2012,"summer",521,0.23982398239824,0.266226622662266,0.284928492849285,0.209020902090209,5.8,218,242,259,190,9,23
"dys",112769,2.9,270,15.2,2012,"summer",559.4,0.228773302462976,0.303460939683047,0.211807911859806,0.255957845994172,127.8,573.1,760.2,530.6,641.2,30,47
"dys",112781,3.65,234,37.5,2007,"summer",541.833333333333,0.241616291947937,0.273155441205261,0.244175307382828,0.241052959463974,163,376.628449484178,425.791280297736,380.617410690721,375.750333864289,19,25
"dys",112781,3.65,234,37.5,2017,"summer",549.2,0.228556120298768,0.269996700476805,0.270272052773758,0.231175126450669,163,387.870132276494,458.19668180953,458.663967182165,392.31470484468,26.42125,33
"dys",112836,3.56,188,28.5,2012,"summer",533,0.262383716307546,0.30237735549018,0.192017174206886,0.243221753995388,1019.5,412.5,475.375,301.875,382.375,12.3,25
"dys",112909,2.51,243,12.9,2012,"summer",555,0.231424227065383,0.289001520527116,0.238824125696908,0.240750126710593,53.6,456.6,570.2,471.2,475,5,22
"dys",113030,3.72,9,1.8,2007,"summer",486.8,0.249154934820174,0.232623599059673,0.317244094622643,0.200977371497511,123.3,326.590135685133,304.921003612853,415.840818015084,263.439401970452,25,165
"dys",113170,1.43,249,2,2012,"summer",552.75,0.232080200501253,0.348299319727891,0.172001432151808,0.247619047619048,37.6,405.125,608,300.25,432.25,17,27
"dys",113429,4.03,810,15.3,2012,"summer",568.75,0.22143219908583,0.278652446250212,0.230235314034197,0.269680040629761,531.7,654,823,680,796.5,23.9,55
"dys",113731,1.82,96,6.3,2012,"summer",517.666666666667,0.23847640077284,0.262765663814518,0.294231300027601,0.20452663538504,37.3,288,317.333333333333,355.333333333333,247,30,26
"dys",113780,1.87,97,4.3,2012,"summer",529,0.234352256186317,0.278384279475983,0.281659388646288,0.205604075691412,17.8,322,382.5,387,282.5,21,28
"dys",114426,9.47,1,5.4,2007,"summer",523.8,0.268372720219402,0.30796037146212,0.20735815444432,0.216308753874158,87.3,253.06932606209,290.399574129722,195.533988535803,203.974198717035,30,24
"dys",989147,0.42,1114,7.2,2017,"summer",492.6,0.290654385688333,0.265894280740535,0.268189708167122,0.175261625404009,7.8,432.743922198325,395.87957245257,399.297144375149,260.94016441063,13.43125,27
"dys",989957,0.27,1409,2.7,2017,"summer",516.777777777778,0.256350290648075,0.291438721324209,0.239131813413439,0.213079174614277,1.1,306.387239863494,348.324572560966,285.807892357254,254.670045496787,15.66965,23
"dys",993513,0.26,344,5.3,2017,"summer",498.125,0.231462181073565,0.229272124371626,0.366997184428959,0.17226851012585,4.3,235.905176335592,233.673080750648,374.041820161812,175.575262748398,24.5275,80
"dys",993592,0.45,3,5.1,2007,"summer",500.142857142857,0.283464501717897,0.277216330708381,0.256798639230923,0.1825205283428,8.1,157.411988413992,153.942287563981,142.604044521864,101.356321933409,23,35
"dys",1000537,0.52,524,4.5,2007,"summer",500.5,0.257673262619778,0.253896240678557,0.327125443463768,0.161305053237897,3.2,188.354366786868,185.593433933977,239.122620395471,117.910996481534,8,28
"dys",1002494,0.14,457,3.6,2007,"summer",508.5,0.24790222230074,0.247511621511092,0.32012463057846,0.184461525609708,0.9,270.075553406031,269.65001577492,348.757812495498,200.960476065139,17,39
"dys",1002494,0.14,457,3.6,2012,"summer",488.4,0.266713981547197,0.235628105039035,0.334137686302342,0.163520227111427,0.9,187.9,166,235.4,115.2,26,165
"dys",1003151,0.73,375,7,2012,"summer",496.666666666667,0.323141293852591,0.339233987769553,0.166076601223045,0.171548117154812,36.9,334.666666666667,351.333333333333,172,177.666666666667,16,22
"dys",1003460,0.28,62,6.1,2017,"summer",502.375,0.240375461902504,0.240157625778945,0.355487676530466,0.163979235788085,24,211.703899133917,211.512046120449,313.08573104721,144.420080646243,27.4325,34
"dys",1005929,0.64,465,4.7,2007,"summer",509.833333333333,0.246999704544157,0.247655131951126,0.307726142235169,0.197619021269548,15.2,249.565830730675,250.228067495717,310.923166755191,199.672122289931,20,46
"dys",1006363,0.27,444,2.7,2007,"summer",504.111111111111,0.2384922911914,0.238211645457009,0.332797622608515,0.190498440743076,37.4,217.065350206268,216.809918618459,302.897976863144,173.383426973991,12,82
"dys",1007815,0.37,509,3.1,2012,"summer",500.4,0.25424871864041,0.254383598597248,0.318586458052333,0.172781224710008,35.8,188.5,188.6,236.2,128.1,25,43
"dys",1007815,0.37,509,3.1,2017,"summer",511,0.242243355856232,0.246251322806832,0.315243912287526,0.19626140904941,35.8,203.641717583798,207.011012361583,265.009587277052,164.98702427966,20.50375,32
"dys",1011068,0.13,198,3.7,2017,"summer",503.166666666667,0.252747310442689,0.254165450857732,0.283292065578247,0.209795173121332,0.4,261.154619628216,262.619932632027,292.715406150897,216.773735555776,20.0225,30
"dys",1011130,0.22,221,5,2012,"summer",524,0.222648752399232,0.272552783109405,0.321177223288548,0.183621241202815,8.7,174,213,251,143.5,25,25
"dys",1016931,0.69,188,4.4,2007,"summer",525.461538461538,0.236649086435287,0.25684279582723,0.299668508906583,0.2068396088309,25.3,233.298625941017,253.206434269196,295.425824028342,203.911188744952,16,33
"dys",1017069,0.37,400,3,2007,"summer",508.333333333333,0.237960058203087,0.250428357071585,0.351140503896316,0.160471080829012,2.9,283.289032540007,298.132415713421,418.029203663674,191.039191963479,13,27
"dys",1018008,0.36,428,3.9,2007,"summer",507.875,0.234622488067412,0.255143025272682,0.336035558898071,0.174198927761836,8.3,206.430338696327,224.485135917203,295.657653316709,153.267250529202,12,26
"dys",1018008,0.36,428,3.9,2017,"summer",496,0.250492293398067,0.247798419854119,0.3188681830881,0.182841103659714,8.3,229.759965460831,227.289053944884,292.476633668145,167.708016449501,20.365,54
"dys",1019535,0.25,109,5.1,2007,"summer",514.75,0.2274640276191,0.273457970043087,0.329212688005357,0.169865314332457,0.3,135.92168690822,163.405479872162,196.721848169368,101.503434687814,18,25
"dys",1022004,0.2,402,3.6,2017,"summer",516,0.208309887421374,0.252058956775327,0.381085471070625,0.158545684732674,112.8,178.116695135754,215.52461535045,325.849557654684,135.565496876753,12.475,25
"dys",1022158,0.23,401,3.9,2012,"summer",501,0.230962343096234,0.244769874476987,0.364016736401674,0.160251046025105,2.1,184,195,290,127.666666666667,30,33
"dys",1022158,0.23,401,3.9,2017,"summer",520,0.213530655391121,0.267441860465116,0.353065539112051,0.165961945031712,2.1,202,253,334,157,14.845,22
"dys",1022817,0.19,302,3.9,2012,"summer",498,0.258201058201058,0.28042328042328,0.340740740740741,0.120634920634921,44.1,122,132.5,161,57,21,70
"dys",1024111,0.15,553,3.3,2012,"summer",495,0.258726899383984,0.257700205338809,0.342915811088296,0.140657084188912,0.4,126,125.5,167,68.5,19,28
"dys",1024111,0.15,553,3.3,2017,"summer",493.333333333333,0.241695072600464,0.23389127143476,0.3773231156863,0.147090540278475,0.4,178.807268484479,173.033975900471,279.145598319454,108.818344718915,7.52125,25
"dys",1025292,0.48,528,3.5,2007,"summer",495.333333333333,0.24242937795752,0.239914479270785,0.360398128979442,0.157258013792254,1.8,177.263030854567,175.424150735092,263.521134259585,114.986196746621,10.5,22.5
"dys",1025438,0.35,515,4.2,2017,"summer",491,0.247933884297521,0.231404958677686,0.371900826446281,0.148760330578512,4.1,210,196,315,126,22.8925,145
"dys",1025679,0.26,234,4.7,2007,"summer",513,0.249887275860261,0.25989181622888,0.296938733386212,0.193282174524647,396.6,252.586950265784,262.699575375731,300.146731455628,195.370311816999,6,25
"dys",1026592,0.8,238,6.2,2017,"summer",534.285714285714,0.234241110173176,0.31039424136787,0.248967801769939,0.206396846689015,16,278.421118040186,368.937423712628,295.925397866952,245.325172736075,28.66875,27
"dys",1026918,0.21,216,3.6,2017,"summer",488,0.249968692826853,0.227814166904311,0.347424630911152,0.174792509357684,1.8,156.684552295907,142.797725364719,217.771562251561,109.56286470785,14.585,100
"dys",1027287,0.12,478,3.2,2017,"summer",485.666666666667,0.263953653465126,0.222601432796982,0.354090877693875,0.159354036044017,4.4,206.989388057459,174.56145709856,277.673951954854,124.963583463319,19.80625,145
"dys",1028164,0.83,305,4,2012,"summer",565.333333333333,0.184544405997693,0.297433679354095,0.260236447520185,0.257785467128028,32.4,213.333333333333,343.833333333333,300.833333333333,298,12,27
"dys",1029350,0.31,435,3.6,2017,"summer",487.5,0.275789496328606,0.234568535511681,0.32139735084849,0.168244617311222,1,218.732546280926,186.039619829191,254.904780112696,133.437183186612,24.1,100
"dys",1030479,0.46,273,5.5,2012,"summer",551.75,0.217828900071891,0.267433501078361,0.297987059669303,0.216750539180446,6.7,151.5,186,207.25,150.75,13,30
