Hylak_id,year,lake,ct,lndu,developed,forest,cultivated,wetlands,water,barren,shrubland,herbaceous,depthf,areaf,depth,area,elev,eutro,oligo,dys,RT,WshA,dep_avg
1008873,1984,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.13806119675233866,0.5826294811646848,0.27930933450061085,95.6,9.8,3.7
1008873,1985,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.20448477435328985,0.7281056081238815,0.06740961007224812,95.6,9.8,3.7
1008873,1986,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.06727187421721657,0.8295987951979426,0.10312935542010958,95.6,9.8,3.7
1008873,1987,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.2636283937133651,0.6342581529445569,0.10211345582560492,95.6,9.8,3.7
1008873,1988,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.10219885023491096,0.8563579870175823,0.04144318634101196,95.6,9.8,3.7
1008873,1989,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.12310292053406814,0.7564401258637057,0.12045692628343065,95.6,9.8,3.7
1008873,1990,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.3468857248330125,0.4736769545709905,0.17943735536537309,95.6,9.8,3.7
1008873,1991,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.09961793820002444,0.47143504253745566,0.4289470291966274,95.6,9.8,3.7
1008873,1992,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.5078873432624086,0.2257190596914409,0.2663935821449893,95.6,9.8,3.7
1008873,1993,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.29009786574510915,0.4053937882043531,0.3045083460505377,95.6,9.8,3.7
1008873,1994,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.2107653809045688,0.6756125672069659,0.1136220394708309,95.6,9.8,3.7
1008873,1995,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.05489133929447939,0.8601660190379462,0.08494263918404751,95.6,9.8,3.7
1008873,1996,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.36582258019886765,0.524583621340929,0.10959379846020346,95.6,9.8,3.7
1008873,1997,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.10437695181311912,0.8404913041676425,0.05513173781042118,95.6,9.8,3.7
1008873,1998,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.02123125203079564,0.9590062456153552,0.01976250670002132,95.6,9.8,3.7
1008873,1999,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.03198515514660747,0.9038652624412786,0.06414958117035041,95.6,9.8,3.7
1008873,2000,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.1548953570627017,0.704479030601101,0.1406255974350362,95.6,9.8,3.7
1008873,2001,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.1955697895733,0.6363889362690505,0.16804127415764955,95.6,9.8,3.7
1008873,2002,nhdhr_114544961,Heavy consumption,wetlands,0.066265060241,0.36746987951800003,0,0.43373493975899996,0.123493975904,0,0,0.009036144578,NA,NA,NA,NA,NA,0.03871119258010075,0.9064138483013852,0.05487496905262148,95.6,9.8,3.7
