"datetime","thermocline_depth","temperature_epi","temperature_hypo","temperature_total","volume_total","volume_epi","volume_hypo","td_area","area_surface","upper_meta","lower_meta","max.d","year","day_of_year","wind","airtemp"
1979-04-01 18:00:00,NA,NA,NA,2.83654583952046,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,91,5.62966253970848,1.26292063395185
1979-04-02 18:00:00,NA,NA,NA,3.40379334093889,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,92,3.22438922081678,-1.14374516805011
1979-04-03 18:00:00,NA,NA,NA,3.61176538021045,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,93,3.66232684812968,0.312501525878929
1979-04-04 18:00:00,NA,NA,NA,3.93070263670495,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,94,8.16164494590122,-1.86666336059568
1979-04-05 18:00:00,NA,NA,NA,4.0775033576892,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,95,7.19748161330947,-8.14416605631508
1979-04-06 18:00:00,NA,NA,NA,4.32956807403412,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,96,6.25203502617607,-1.56666285196938
1979-04-07 18:00:00,NA,NA,NA,4.45660567265097,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,97,4.75724987929726,1.03041610717776
1979-04-08 18:00:00,NA,NA,NA,4.23231808963155,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,98,3.98238339190787,-0.450413767496722
1979-04-09 18:00:00,NA,NA,NA,4.20688094591013,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,99,4.24842722661629,1.33833974202476
1979-04-10 18:00:00,NA,NA,NA,4.56123913787621,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,100,7.32828783085766,2.12708689371747
1979-04-11 18:00:00,NA,NA,NA,4.63005532740998,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,101,8.21826853838222,6.44083684285484
1979-04-12 18:00:00,NA,NA,NA,5.38782330837255,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,102,6.10313608761478,5.23083521525067
1979-04-13 18:00:00,NA,NA,NA,6.06131919405274,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,103,5.62512927362107,3.27208607991539
1979-04-14 18:00:00,NA,NA,NA,5.73713984050329,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,104,4.76927561957176,5.37334340413414
1979-04-15 18:00:00,NA,NA,NA,6.02114712618928,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,105,2.55744164653741,5.64083887736005
1979-04-16 18:00:00,NA,NA,NA,6.83405467258567,543472.204195419,NA,NA,NA,296208.173839724,NA,NA,5.1816,1979,106,3.68111404419811,7.89083379109703
1979-04-17 18:00:00,1.53720480129658,7.9244846861235,6.85690186327647,7.24511379885721,543472.204195419,412814.536616406,130657.667579013,232780.441791085,296208.173839724,1.36310896712001,1.36310896712001,5.1816,1979,107,6.27381921550013,9.91917063395185
1979-04-18 18:00:00,2.18284943127392,8.7765197664352,8.50896649223557,8.63058161687177,543472.204195419,506697.123481384,36775.0807140347,63133.2771342802,296208.173839724,NA,NA,5.1816,1979,108,6.49416908758345,11.441672261556
1979-04-19 18:00:00,2.82849406125127,9.7525136618229,9.48729988593815,9.63196194551165,543472.204195419,526556.640416014,16915.5637794047,13155.9839184219,296208.173839724,NA,NA,5.1816,1979,109,4.99160856560687,11.2129252115886
1979-04-20 18:00:00,3.47413869122862,10.5172241325589,9.85040306332183,10.2747437437454,543472.204195419,533353.044822791,10119.159372628,8825.81009813672,296208.173839724,3.96522458586934,3.96522458586934,5.1816,1979,110,3.48605776007737,9.32333780924481
1979-04-21 18:00:00,2.24855002939299,11.4157459254165,10.1598217829557,10.7306963931652,543472.204195419,510567.976392249,32904.2278031693,54699.8331168716,296208.173839724,1.35319108161724,1.79261495625222,5.1816,1979,111,2.72041083459979,10.1375086466472
1979-04-22 18:00:00,2.20269550081389,11.8248651608408,10.2885889242907,10.9868963045407,543472.204195419,507924.792193802,35547.4120016166,60585.8008369177,296208.173839724,1.76726536363567,2.14078728260684,5.1816,1979,112,3.67180796298039,14.2583353678386
1979-04-23 18:00:00,1.61166557448348,12.7199654649718,10.5910547924554,11.3652041279159,543472.204195419,429404.046078083,114068.158117336,212810.135680775,296208.173839724,2.00481915657049,2.41095049264309,5.1816,1979,113,4.65579985442475,16.3595876057943
1979-04-24 18:00:00,1.99862041178697,14.3206198227047,10.9404283884438,12.1695889099932,543472.204195419,491513.134328601,51959.069866818,107150.052648986,296208.173839724,0.652769074589651,2.95949227150502,5.1816,1979,114,4.5755428630655,13.687511698405
1979-04-25 18:00:00,2.18856800977445,14.8440278492072,10.8851652639326,12.6846482572392,543472.204195419,507056.057230642,36416.1469647771,62399.2303672183,296208.173839724,0.970859320326345,3.25583184598268,5.1816,1979,115,4.72073960093846,7.42958984375002
1979-04-26 18:00:00,2.39556135772031,14.6759580714238,11.1541296287207,12.7549607390403,543472.204195419,517222.373181834,26249.8310135845,35829.2011459663,296208.173839724,1.06862963177143,3.54871667703996,5.1816,1979,116,5.77946406124945,6.53250656127932
1979-04-27 18:00:00,3.00374429328406,13.3138501279251,10.8853921817017,12.4307745111166,543472.204195419,528707.406391548,14764.7978038704,11389.1017067073,296208.173839724,2.23650567162122,3.76923754013654,5.1816,1979,117,2.80071215857411,5.56542231241864
1979-04-28 18:00:00,3.3113470608974,12.6363231511063,11.0928153522357,12.0750475878806,543472.204195419,531878.70396498,11593.500230439,9388.72063062138,296208.173839724,3.06387367840583,3.70784877259074,5.1816,1979,118,1.9638564389273,6.82709528605146
1979-04-29 19:00:00,2.20105500169027,12.7406459571604,11.5190123990582,12.0743003800137,543472.204195419,507825.228514651,35646.975680768,60796.3781819602,296208.173839724,0,0.876806332263455,5.1816,1979,119,3.0327169967328,5.96083984375002
1979-04-30 19:00:00,2.8189434352361,12.507131350432,11.441160596366,12.0225991894929,543472.204195419,526430.532719229,17041.6714761894,13252.2738406732,296208.173839724,3.74170264912759,3.74170264912759,5.1816,1979,120,4.29825939513335,7.91875356038414
1979-05-01 19:00:00,2.8581500198867,12.1725787644441,11.4775890406089,11.856674344519,543472.204195419,526942.360269466,16529.8439259528,12856.9909574627,296208.173839724,3.88922329301678,3.88922329301678,5.1816,1979,121,3.89719506955654,8.83792394002281
1979-05-02 19:00:00,2.9292877580845,12.2731148156294,11.6019758348725,11.9680516425581,543472.204195419,527831.467018221,15640.7371771979,12139.7764765152,296208.173839724,1.83355403763135,1.83355403763135,5.1816,1979,122,6.03961785014093,6.17750829060875
1979-05-03 19:00:00,2.17350282942642,12.3613540838328,11.5373234191352,11.9118828121796,543472.204195419,506101.435101621,37370.7690937974,64333.0233419337,296208.173839724,NA,NA,5.1816,1979,123,3.59375890680944,4.23500849405927
1979-05-04 19:00:00,2.28999454024439,11.5744295756474,11.3291534708302,11.4406426093835,543472.204195419,512724.744097754,30747.4600976647,49379.9430077943,296208.173839724,NA,NA,5.1816,1979,124,3.90366218559488,7.06416982014976
1979-05-05 19:00:00,2.40648625106235,10.9503214629692,10.7470931546124,10.8394696584109,543472.204195419,517606.143183764,25866.0610116543,34426.862673655,296208.173839724,NA,NA,5.1816,1979,125,6.15636081524912,8.50500132242841
1979-05-06 19:00:00,2.52297796188032,10.8059758618623,10.3092984517402,10.5802134027159,543472.204195419,521013.301989447,22458.9022059719,25803.3183993532,296208.173839724,NA,NA,5.1816,1979,126,4.35707123265492,14.8258364359538
1979-05-07 19:00:00,2.77794792406512,11.9040250412557,11.244977820838,11.604458122884,543472.204195419,525878.776868423,17593.4273269956,13665.5927767337,296208.173839724,NA,NA,5.1816,1979,127,3.94910621455127,12.0258410135905
1979-05-08 19:00:00,2.47999448340008,12.5747631012193,11.4714018585635,11.9729296961343,543472.204195419,519854.739719542,23617.4644758771,28104.0111546299,296208.173839724,2.53032412948739,2.53032412948739,5.1816,1979,128,5.53604804648004,7.73583755493166
1979-05-09 19:00:00,3.04826034982309,12.1351036240057,11.4369305176398,11.8812224944181,543472.204195419,529204.41473044,14267.7894649789,10941.3768009013,296208.173839724,NA,NA,5.1816,1979,129,4.17772388057917,8.94583791097008
1979-05-10 19:00:00,2.38239571599787,12.1132326232288,11.605256277493,11.8361546164638,543472.204195419,516739.534020378,26732.670175041,37519.166010796,296208.173839724,NA,NA,5.1816,1979,130,5.53272310686463,7.74793141682945
