"datetime","thermocline_depth","temperature_epi","temperature_hypo","temperature_total","volume_total","volume_epi","volume_hypo","td_area","area_surface","upper_meta","lower_meta","max.d","year","day_of_year","wind","airtemp"
1979-04-01 18:00:00,NA,NA,NA,3.39166519269368,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,91,5.45075528376907,-1.94332987467446
1979-04-02 18:00:00,NA,NA,NA,3.23556560540534,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,92,2.98411373471445,-4.54083226521808
1979-04-03 18:00:00,NA,NA,NA,2.55287566076986,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,93,4.07310909219443,-2.55374883015948
1979-04-04 18:00:00,NA,NA,NA,2.57677463964349,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,94,8.59740791056229,-4.64082946777341
1979-04-05 18:00:00,NA,NA,NA,2.43897853583494,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,95,6.02800416538606,-10.920829518636
1979-04-06 18:00:00,NA,NA,NA,2.08121568695968,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,96,7.10914246030973,-3.91166152954099
1979-04-07 18:00:00,NA,NA,NA,1.82324802582141,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,97,5.37873402943765,0.247913614908877
1979-04-08 18:00:00,NA,NA,NA,1.83306713486993,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,98,3.81315411003594,-1.29916483561196
1979-04-09 18:00:00,NA,NA,NA,1.98840714433582,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,99,5.19920371923294,-0.754581197102842
1979-04-10 18:00:00,NA,NA,NA,2.17195066266953,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,100,7.80255316839147,0.896254475911481
1979-04-11 18:00:00,NA,NA,NA,2.2268821890135,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,101,8.23307675751166,3.8004229227702
1979-04-12 18:00:00,NA,NA,NA,2.40285058471358,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,102,5.3999805082234,2.6345891316732
1979-04-13 18:00:00,NA,NA,NA,2.6235151387286,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,103,6.12442219166738,2.53374888102216
1979-04-14 18:00:00,NA,NA,NA,2.72960945416014,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,104,4.40238643727409,3.59584325154625
1979-04-15 18:00:00,NA,NA,NA,2.97352985000611,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,105,2.94084920157459,4.31000925699872
1979-04-16 18:00:00,NA,NA,NA,3.2345636984035,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,106,4.93556360181854,7.79416809082034
1979-04-17 18:00:00,NA,NA,NA,3.55081206166439,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,107,8.01384249318483,10.2879196166992
1979-04-18 18:00:00,NA,NA,NA,4.05171579818389,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,108,7.60776956900754,10.2908416748047
1979-04-19 18:00:00,NA,NA,NA,4.57889729916713,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,109,5.69390154098522,10.0954249064128
1979-04-20 18:00:00,NA,NA,NA,4.97197487254001,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,110,3.79564900716845,8.06875381469729
1979-04-21 18:00:00,NA,NA,NA,5.19308353846196,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,111,3.33980176658408,9.13167470296226
1979-04-22 18:00:00,NA,NA,NA,5.55070957436093,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,112,4.92634668744614,12.6720876057943
1979-04-23 18:00:00,NA,NA,NA,5.82426311814116,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,113,5.90161743410044,15.0954198201498
1979-04-24 18:00:00,NA,NA,NA,6.4023868651871,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,114,5.81025977225636,11.6766779581706
1979-04-25 18:00:00,NA,NA,NA,7.03163532306679,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,115,3.98989352786738,6.70542424519859
1979-04-26 18:00:00,NA,NA,NA,7.29575652430645,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,116,5.9802773443488,4.45125478108726
1979-04-27 18:00:00,NA,NA,NA,7.39134054317777,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,117,3.2157055407659,4.28042500813804
1979-04-28 18:00:00,NA,NA,NA,7.45028015231619,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,118,3.85247721570342,6.05459493001304
1979-04-29 19:00:00,NA,NA,NA,7.55462828440212,105990905.360551,NA,NA,NA,11971128.8212438,NA,NA,39.9288,1979,119,4.16728469897272,4.52625808715823
