"datetime","thermocline_depth","temperature_epi","temperature_hypo","temperature_total","volume_total","volume_epi","volume_hypo","td_area","area_surface","upper_meta","lower_meta","max.d","year","day_of_year","wind","airtemp"
1979-04-01 18:00:00,NA,NA,NA,2.76465470150016,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,91,4.53404743155478,0.617503102620465
1979-04-02 18:00:00,NA,NA,NA,1.74657588580599,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,92,2.86475784628266,-2.05541458129881
1979-04-03 18:00:00,NA,NA,NA,1.87077365283609,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,93,2.45545083896312,-1.48749898274737
1979-04-04 18:00:00,NA,NA,NA,2.08312774104959,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,94,7.59302721396175,-2.91249567667641
1979-04-05 18:00:00,NA,NA,NA,1.94132434713496,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,95,5.298908287626,-9.05624618530271
1979-04-06 18:00:00,NA,NA,NA,1.28229596061361,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,96,5.15450530011707,-2.13874664306638
1979-04-07 18:00:00,NA,NA,NA,0.980676081120062,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,97,3.84503098615839,1.18374786376955
1979-04-08 18:00:00,NA,NA,NA,1.2235541286162,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,98,3.07050019364416,-0.238329315185524
1979-04-09 18:00:00,NA,NA,NA,1.62981490156657,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,99,3.45615000908559,0.826256052653017
1979-04-10 18:00:00,NA,NA,NA,2.15015344004354,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,100,6.79365155216826,1.85125503540041
1979-04-11 18:00:00,NA,NA,NA,2.42586947328693,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,101,7.21483474000512,5.59917093912763
1979-04-12 18:00:00,NA,NA,NA,3.12654757451211,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,102,4.8165627413517,3.7479187011719
1979-04-13 18:00:00,NA,NA,NA,3.78567044798588,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,103,4.44608531367936,3.36708348592125
1979-04-14 18:00:00,NA,NA,NA,3.93754632895819,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,104,3.3062511897696,5.52125701904299
1979-04-15 18:00:00,NA,NA,NA,4.50508619862035,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,105,1.82090168626803,5.95334650675458
1979-04-16 18:00:00,NA,NA,NA,5.10794412183635,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,106,3.81885539767384,8.18792114257815
1979-04-17 18:00:00,NA,NA,NA,5.73591733978261,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,107,5.97675055056218,9.98792419433596
1979-04-18 18:00:00,NA,NA,NA,6.57707450497583,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,108,5.51848206107336,10.3883389790853
1979-04-19 18:00:00,NA,NA,NA,7.4014941444645,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,109,3.97013595154123,10.1587590535482
1979-04-20 18:00:00,NA,NA,NA,8.06384514450944,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,110,3.14533695173949,8.59208831787112
1979-04-21 18:00:00,NA,NA,NA,8.67308107861124,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,111,2.64202359554135,8.52250569661461
1979-04-22 18:00:00,NA,NA,NA,9.04002153529233,2825606.70586252,NA,NA,NA,902026.694389479,NA,NA,5.1816,1979,112,3.41587599831088,12.8812538146973
